Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*234 Archiv*BY.R.L.2700.2700.2.34*0000000000004OAA,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*235 WHK.*BY.R.L.2700.2700.2.35*0000000000004OAV,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*236 WHK.*BY.R.L.2700.2700.2.36*0000000000004OAL,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*237 WHK.*BY.R.L.2700.2700.2.37*0000000000004OB7,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*237A WC-D*BY.R.L.2700.2700.2.37A*000000000000AMY5,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*237B WC H*BY.R.L.2700.2700.2.37B*000000000000AMYC,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*238 Sitzungsraum*BY.R.L.2700.2700.2.38*0000000000004OC4,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*239 W.A.*BY.R.L.2700.2700.2.39*0000000000004OD1,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*240 Zeitungsarchiv*BY.R.L.2700.2700.2.40*0000000000004OAO,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*241 Flur*BY.R.L.2700.2700.2.41*0000000000004OBL,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*242 Treppenhaus*BY.R.L.2700.2700.2.42*0000000000004OCG,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*243 Flur*BY.R.L.2700.2700.2.43*0000000000004OAD,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*244 Flur*BY.R.L.2700.2700.2.44*0000000000004OB3,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*245 Flur*BY.R.L.2700.2700.2.45*0000000000004OC1,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_2  OG2*246 Treppenhaus*BY.R.L.2700.2700.2.46*0000000000004OBD,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*301 Geschäftsleitung*BY.R.L.2700.2700.3.1*0000000000004OFH,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*302 Sektetariat*BY.R.L.2700.2700.3.2*0000000000004ODO,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*303 WA*BY.R.L.2700.2700.3.3*0000000000004OED,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*304 Verwaltung*BY.R.L.2700.2700.3.4*0000000000004OF1,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*305 W.A.*BY.R.L.2700.2700.3.5*0000000000004OEN,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*306 W.A.*BY.R.L.2700.2700.3.6*0000000000004OFD,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*307 W.A.*BY.R.L.2700.2700.3.7*0000000000004ODL,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*308 Sozialraum*BY.R.L.2700.2700.3.8*0000000000004ODD,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*308A WC H*BY.R.L.2700.2700.3.08A*0000000000004ODX,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*308B WC-D*BY.R.L.2700.2700.3.08B*0000000000004ODF,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*309 Prof.-Direktor*BY.R.L.2700.2700.3.9*0000000000004ODW,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*309A Treppenhaus*BY.R.L.2700.2700.3.9A*0000000000004OD7,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*310 Archiv*BY.R.L.2700.2700.3.10*0000000000004OEM,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*311 Gast-W.A.*BY.R.L.2700.2700.3.11*0000000000004OFB,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*312 Gast-W.A.*BY.R.L.2700.2700.3.12*0000000000004ODK,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*313 W.A.*BY.R.L.2700.2700.3.13*0000000000004OEB,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*313A Druckerraum*BY.R.L.2700.2700.3.13A*000000000000G18T,,,
Altes Finanzamt, ALFI*Altes Finanzamt, ALFI*_3  OG3*314 W.A.*BY.R.L.2700.2700.3.14*0000000000004OEZ,,,
